,id_domicilio,id_zona,tipologia_domicilio,regime_ocupacao,quantidade_bicicletas,quantidade_motos,quantidade_moradores,quantidade_familias,fator_expansao,quantidade_automoveis,id_municipio
9286,37803,1131,Domicílio Isolado (casa),Própria paga,0,1,3,1,44.21,1,3106200
9287,37804,1131,Domicílio Isolado (casa),Própria paga,0,0,5,1,44.21,1,3106200
9288,37805,1131,Domicílio Isolado (casa),Própria paga,0,0,5,1,44.21,0,3106200
9289,37806,1131,Domicílio Isolado (casa),Própria paga,0,0,1,1,44.21,0,3106200
9290,37807,1131,Domicílio Isolado (casa),Alugada,0,0,2,1,44.21,0,3106200
9291,37808,1131,Domicílio Isolado (casa),Própria paga,0,1,3,1,44.21,0,3106200
9292,37809,1131,Domicílio Isolado (casa),Própria paga,0,1,2,1,44.21,0,3106200
9293,37811,1131,Domicílio Isolado (casa),Própria paga,0,1,9,1,44.21,0,3106200
9294,37812,1143,Domicílio Isolado (casa),Própria paga,0,1,2,1,19.44,0,3106200
9295,37813,1143,Domicílio Isolado (casa),Alugada,0,0,3,1,19.44,1,3106200
9296,37814,1143,Domicílio Isolado (casa),Própria paga,0,1,4,1,19.44,2,3106200
9297,37815,1120,Domicílio Isolado (casa),Própria paga,0,0,2,1,8.32,0,3106200
9298,37816,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,7,1,74.03,2,3106200
9299,37817,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,74.03,1,3106200
9300,37818,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,74.03,2,3106200
9301,37819,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,74.03,0,3106200
9302,37820,1151,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,2,1,74.03,2,3106200
9303,37821,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,74.03,1,3106200
9304,37822,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,1,3106200
9305,37823,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,74.03,0,3106200
9306,37824,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,2,3106200
9307,37825,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,74.03,1,3106200
9308,37826,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,74.03,0,3106200
9309,37827,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,1,3106200
9310,37828,1040,Condomínio vertical (prédio de apartamentos),Própria paga,2,0,3,1,126.11,1,3106200
9311,37834,1131,Domicílio Isolado (casa),Alugada,0,0,5,1,44.21,1,3106200
9312,37835,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,2,3106200
9313,37836,1131,Domicílio Isolado (casa),Própria paga,0,0,3,1,44.21,1,3106200
9314,37837,1131,Domicílio Isolado (casa),Própria paga,0,0,3,1,44.21,0,3106200
9315,37838,1131,Domicílio Isolado (casa),Própria paga,0,0,3,1,44.21,0,3106200
9316,37841,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,0,3106200
9317,37842,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,0,3106200
9318,37843,1103,Domicílio Isolado (casa),Própria paga,0,0,4,1,28.07,1,3106200
9319,37846,1103,Domicílio Isolado (casa),Própria paga,0,0,5,1,28.07,0,3106200
9320,37847,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,28.07,0,3106200
9321,37848,1103,Condomínio vertical (prédio de apartamentos),Própria paga,1,0,4,1,28.07,0,3106200
9322,37849,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,28.07,0,3106200
9323,37850,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,28.07,0,3106200
9324,37854,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,74.03,2,3106200
9325,37855,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,74.03,0,3106200
9326,37856,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,74.03,1,3106200
9327,37857,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,2,3106200
9328,37858,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,74.03,1,3106200
9329,37859,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,74.03,1,3106200
9330,37885,1149,Domicílio Isolado (casa),Própria paga,3,3,6,1,8.42,2,3106200
9331,37887,1149,Domicílio Isolado (casa),Própria em pagamento,0,0,3,1,8.42,1,3106200
9332,37888,1149,Domicílio Isolado (casa),Própria paga,0,0,2,1,8.42,1,3106200
9333,37889,1149,Domicílio Isolado (casa),Própria paga,1,0,2,1,8.42,2,3106200
9334,37890,1149,Domicílio Isolado (casa),Própria paga,0,1,1,1,8.42,1,3106200
9335,37891,1142,Domicílio Isolado (casa),Própria paga,0,1,3,1,65.14,4,3106200
9336,37893,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,65.14,1,3106200
9337,37894,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,65.14,0,3106200
9338,37897,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,65.14,1,3106200
9339,37898,1142,Domicílio Isolado (casa),Própria paga,1,0,1,1,65.14,1,3106200
9340,37899,1039,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,82.84,1,3106200
9341,37900,1039,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,82.84,2,3106200
9342,37901,1039,Condomínio vertical (prédio de apartamentos),Alugada,0,0,4,1,82.84,1,3106200
9343,37908,1131,Domicílio Isolado (casa),Própria paga,1,0,6,1,44.21,0,3106200
9344,37903,1039,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,82.84,2,3106200
9345,37906,1039,Condomínio vertical (prédio de apartamentos),Alugada,3,0,2,1,82.84,2,3106200
9346,37907,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,0,3106200
9347,37909,1131,Domicílio Isolado (casa),Própria paga,0,0,3,1,44.21,0,3106200
9348,37913,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,1,3106200
9349,37914,1131,Domicílio Isolado (casa),Própria paga,0,0,6,1,44.21,0,3106200
9350,37915,1103,Domicílio Isolado (casa),Própria paga,0,0,2,1,28.07,1,3106200
9351,37917,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,28.07,0,3106200
9352,37918,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,28.07,0,3106200
9353,37920,1103,Domicílio Isolado (casa),Própria paga,0,0,3,1,28.07,0,3106200
9354,37921,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,28.07,0,3106200
9355,37922,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,28.07,0,3106200
9356,37923,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,1,3106200
9357,37925,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,74.03,0,3106200
9358,37926,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,74.03,1,3106200
9359,37927,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,5,1,74.03,0,3106200
9360,37928,1151,Condomínio vertical (prédio de apartamentos),Própria paga,1,0,3,1,74.03,1,3106200
9361,37930,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,2,3106200
9362,37931,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,1,3106200
9363,37933,1131,Domicílio Isolado (casa),Própria paga,1,0,4,1,44.21,0,3106200
9364,37934,1131,Domicílio Isolado (casa),Própria paga,0,0,6,1,44.21,0,3106200
9365,37936,1131,Domicílio Isolado (casa),Própria paga,0,0,3,1,44.21,1,3106200
9366,37937,1131,Domicílio Isolado (casa),Alugada,0,1,5,1,44.21,0,3106200
9367,37938,1131,Domicílio Isolado (casa),Própria paga,0,0,2,1,44.21,0,3106200
9368,37939,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,28.07,0,3106200
9369,37940,1103,Domicílio Isolado (casa),Própria paga,0,0,3,1,28.07,1,3106200
9370,37941,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,0,3106200
9371,37942,1103,Domicílio Isolado (casa),Própria paga,0,0,3,1,28.07,0,3106200
9372,37943,1103,Domicílio Isolado (casa),Própria paga,0,0,5,1,28.07,0,3106200
9373,37945,1152,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,2,9.73,2,3106200
9374,37947,1151,Domicílio Isolado (casa),Própria paga,0,0,3,1,74.03,0,3106200
9375,37948,1139,Domicílio Isolado (casa),Alugada,0,0,3,1,57.42,0,3106200
9376,37949,1133,Domicílio Isolado (casa),Própria paga,0,0,3,1,58.6,1,3106200
9377,37950,1151,Domicílio Isolado (casa),Própria paga,0,1,4,1,74.03,1,3106200
9378,37952,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,74.03,1,3106200
9379,37953,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,2,3106200
9380,37954,1133,Domicílio Isolado (casa),Cedida ou emprestada,0,0,2,1,58.6,0,3106200
9381,37955,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,2,74.03,2,3106200
9382,37956,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,74.03,1,3106200
9383,37957,1151,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,2,1,74.03,2,3106200
9384,37958,1131,Domicílio Isolado (casa),Própria paga,0,0,2,1,44.21,1,3106200
9385,37959,1131,Domicílio Isolado (casa),Própria paga,0,0,4,1,44.21,0,3106200
9386,37960,1131,Domicílio Isolado (casa),Própria paga,0,0,3,1,44.21,0,3106200
9387,37961,1131,Domicílio Isolado (casa),Própria paga,0,0,2,1,44.21,0,3106200
9388,37962,1131,Domicílio Isolado (casa),Própria paga,0,0,5,1,44.21,2,3106200
9389,37963,1131,Domicílio Isolado (casa),Própria paga,0,0,5,1,44.21,0,3106200
9390,37964,1131,Domicílio Isolado (casa),Própria paga,0,0,5,1,44.21,0,3106200
9391,37965,1131,Domicílio Isolado (casa),Própria paga,0,0,1,1,44.21,0,3106200
9392,37966,1128,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,64.02,1,3106200
9393,37982,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,74.03,2,3106200
9394,37984,1151,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,74.03,1,3106200
9395,37985,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,74.03,1,3106200
9396,37986,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,2,3106200
9397,37987,1052,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,98.68,2,3106200
9398,37989,1052,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,98.68,1,3106200
9399,37990,1052,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,3,98.68,2,3106200
9400,37991,1052,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,98.68,1,3106200
9401,37992,1052,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,98.68,0,3106200
9402,37993,1052,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,98.68,1,3106200
9403,37995,1103,Domicílio Isolado (casa),Própria paga,0,1,5,1,28.07,1,3106200
9404,37996,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,28.07,0,3106200
9405,37998,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,28.07,0,3106200
9406,37999,1103,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,28.07,0,3106200
9407,38000,1143,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,19.44,0,3106200
9408,38001,1143,Domicílio Isolado (casa),Própria paga,0,0,3,1,19.44,0,3106200
9409,38002,1143,Domicílio Isolado (casa),Própria paga,0,1,5,1,19.44,1,3106200
9410,38003,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,65.14,2,3106200
9411,38004,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,65.14,1,3106200
9412,38005,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,65.14,2,3106200
9413,38006,1142,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,65.14,0,3106200
9414,38007,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,65.14,1,3106200
9415,38008,1142,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,65.14,1,3106200
9416,38009,1142,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,65.14,2,3106200
9417,38013,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,74.03,1,3106200
9418,38014,1151,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,74.03,2,3106200
9419,38015,5309,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,59.47,2,3118601
9420,38016,5309,Condomínio vertical (prédio de apartamentos),Alugada,1,1,4,1,59.47,1,3118601
9421,38017,5309,Domicílio Isolado (casa),Própria paga,3,0,2,1,59.47,0,3118601
9422,38018,5304,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,64.61,0,3118601
9423,38019,5304,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,64.61,2,3118601
9424,38020,5304,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,64.61,0,3118601
9425,38021,5304,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,64.61,1,3118601
9426,38022,5304,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,64.61,1,3118601
9427,38024,5050,Domicílio Isolado (casa),Própria paga,1,0,4,1,14.04,4,3118601
9428,38025,5050,Domicílio Isolado (casa),Própria paga,0,0,6,1,14.04,0,3118601
9429,38026,5050,Domicílio Isolado (casa),Própria paga,0,0,3,1,14.04,2,3118601
9430,38028,5050,Domicílio Isolado (casa),Alugada,0,0,4,1,14.04,1,3118601
9431,38029,5050,Domicílio Isolado (casa),Própria paga,0,0,5,1,14.04,3,3118601
9432,38030,5306,Domicílio Isolado (casa),Própria paga,0,0,1,1,126.38,0,3118601
9433,38031,5306,Domicílio Isolado (casa),Própria paga,1,0,4,1,126.38,0,3118601
9434,38032,5306,Domicílio Isolado (casa),Própria paga,0,0,3,1,126.38,2,3118601
9435,38033,5306,Domicílio Isolado (casa),Própria paga,0,0,3,1,126.38,1,3118601
9436,38034,5306,Domicílio Isolado (casa),Alugada,0,0,1,1,126.38,0,3118601
9437,38035,5306,Domicílio Isolado (casa),Própria paga,0,0,2,1,126.38,0,3118601
9438,38037,5313,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,56.96,1,3118601
9439,38038,5313,Domicílio Isolado (casa),Própria paga,0,0,1,1,56.96,0,3118601
9440,38040,5313,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.96,2,3118601
9441,38042,5309,Condomínio horizontal (condomínio de casas),Própria paga,0,1,3,1,59.47,1,3118601
9442,38043,5309,Condomínio vertical (prédio de apartamentos),Alugada,0,0,5,1,59.47,0,3118601
9443,38044,5309,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,59.47,1,3118601
9444,38045,5309,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,59.47,0,3118601
9445,38046,5309,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,59.47,1,3118601
9446,38048,5308,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,64.97,1,3118601
9447,38049,5308,Domicílio Isolado (casa),Própria paga,0,0,3,1,64.97,0,3118601
9448,38050,5308,Domicílio Isolado (casa),Própria em pagamento,0,1,3,1,64.97,1,3118601
9449,38051,5308,Domicílio Isolado (casa),Alugada,0,1,2,1,64.97,0,3118601
9450,38054,5011,Domicílio Isolado (casa),Alugada,2,0,5,1,76.47,1,3118601
9451,38056,5011,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,76.47,1,3118601
9452,38068,1549,Domicílio Isolado (casa),Própria paga,0,0,2,1,64.44,4,3106200
9453,38069,1549,Domicílio Isolado (casa),Própria paga,0,0,7,1,64.44,0,3106200
9454,38071,1549,Domicílio Isolado (casa),Própria paga,0,0,2,1,64.44,1,3106200
9455,38073,1004,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,101.59,0,3106200
9456,38074,1001,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,67.17,1,3106200
9457,38075,6012,Domicílio Isolado (casa),Própria paga,0,0,2,1,4.45,1,3124104
9458,38077,6012,Domicílio Isolado (casa),Própria paga,0,0,2,1,4.45,1,3124104
9459,38078,6012,Domicílio Isolado (casa),Própria paga,1,0,3,1,4.45,0,3124104
9460,38079,6001,Domicílio Isolado (casa),Própria paga,0,0,2,1,37.19,0,3124104
9461,38081,6001,Domicílio Isolado (casa),Própria paga,0,0,5,1,37.19,0,3124104
9462,38084,1421,Domicílio Isolado (casa),Cedida ou emprestada,1,0,3,1,77.24,0,3106200
9463,38085,1424,Domicílio Isolado (casa),Própria paga,0,0,3,1,12.0,1,3106200
9464,38086,1424,Domicílio Isolado (casa),Própria paga,1,0,3,1,12.0,2,3106200
9465,38087,1424,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,12.0,2,3106200
9466,38088,1424,Domicílio Isolado (casa),Própria em pagamento,0,0,4,1,12.0,2,3106200
9467,38093,1452,Domicílio Isolado (casa),Própria paga,0,0,3,1,16.91,2,3106200
9468,38099,3009,Domicílio Isolado (casa),Própria paga,0,1,4,1,40.38,1,3109006
9469,38100,3016,Domicílio Isolado (casa),Própria paga,0,0,4,1,161.25,0,3109006
9470,38101,3016,Domicílio Isolado (casa),Própria paga,0,0,2,1,161.25,0,3109006
9471,38102,3011,"Domicílio rural (sítio, fazenda, chácara)",Própria paga,0,0,1,1,10.57,1,3109006
9472,38103,3011,Domicílio Isolado (casa),Própria paga,2,0,4,1,10.57,0,3109006
9473,38104,3011,Domicílio Isolado (casa),Própria paga,1,1,5,1,10.57,2,3109006
9474,38105,3011,Domicílio Isolado (casa),Própria paga,0,0,2,1,10.57,0,3109006
9475,38106,3011,Domicílio Isolado (casa),Própria paga,0,0,2,1,10.57,0,3109006
9476,38107,3011,Domicílio Isolado (casa),Própria paga,0,0,5,1,10.57,2,3109006
9477,38108,3011,Domicílio Isolado (casa),Própria paga,1,0,2,1,10.57,1,3109006
9478,38109,3011,Domicílio Isolado (casa),Própria paga,2,0,3,1,10.57,1,3109006
9479,38110,1424,Domicílio Isolado (casa),Própria paga,0,0,3,1,12.0,2,3106200
9480,38112,1424,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,12.0,0,3106200
9481,38114,1424,Domicílio Isolado (casa),Própria paga,0,0,2,1,12.0,1,3106200
9482,38115,9201,Domicílio Isolado (casa),Própria paga,1,0,1,1,22.15,0,3136652
9483,38116,9201,Domicílio Isolado (casa),Própria paga,2,0,4,1,22.15,0,3136652
9484,38117,9201,Domicílio Isolado (casa),Própria paga,1,0,2,1,22.15,0,3136652
9485,38118,9201,Domicílio Isolado (casa),Própria paga,1,0,6,1,22.15,0,3136652
9486,38119,9202,Domicílio Isolado (casa),Própria paga,0,0,1,1,7.6,3,3136652
9487,38120,9202,Domicílio Isolado (casa),Própria paga,0,0,5,1,7.6,1,3136652
9488,38121,9202,Domicílio Isolado (casa),Própria paga,2,0,3,1,7.6,1,3136652
9489,38122,9202,Domicílio Isolado (casa),Própria paga,0,0,1,1,7.6,0,3136652
9490,38123,9202,Domicílio Isolado (casa),Própria paga,0,0,3,1,7.6,1,3136652
9491,38125,9202,Domicílio Isolado (casa),Própria paga,1,0,2,1,7.6,0,3136652
9492,38126,9201,Domicílio Isolado (casa),Própria paga,0,0,2,1,22.15,0,3136652
9493,38127,9201,Domicílio Isolado (casa),Própria paga,0,0,4,1,22.15,1,3136652
9494,38128,9201,Domicílio Isolado (casa),Própria paga,0,0,2,1,22.15,0,3136652
9495,38129,9201,Domicílio Isolado (casa),Alugada,1,0,3,1,22.15,0,3136652
9496,38130,9201,Domicílio Isolado (casa),Própria paga,1,0,5,1,22.15,1,3136652
9497,38131,9201,Domicílio Isolado (casa),Própria paga,1,0,3,1,22.15,1,3136652
9498,38132,9201,Domicílio Isolado (casa),Própria paga,0,0,4,1,22.15,0,3136652
9499,38133,9201,Domicílio Isolado (casa),Alugada,1,0,4,1,22.15,1,3136652
9500,38134,9202,Domicílio Isolado (casa),Própria em pagamento,0,0,1,1,7.6,1,3136652
9501,38135,9202,"Domicílio rural (sítio, fazenda, chácara)",Própria paga,0,0,1,1,7.6,0,3136652
9502,38136,9202,Domicílio Isolado (casa),Própria paga,0,0,2,1,7.6,0,3136652
9503,38137,9202,Domicílio Isolado (casa),Cedida ou emprestada,2,0,5,1,7.6,0,3136652
9504,38138,9202,Domicílio Isolado (casa),Própria paga,2,0,6,1,7.6,2,3136652
9505,38139,9202,Domicílio Isolado (casa),Própria paga,0,0,2,1,7.6,0,3136652
9506,38140,9201,Domicílio Isolado (casa),Própria paga,0,0,2,1,22.15,0,3136652
9507,38141,9201,Domicílio Isolado (casa),Própria paga,0,0,3,1,22.15,0,3136652
9508,38142,9201,Domicílio Isolado (casa),Própria paga,0,0,4,1,22.15,1,3136652
9509,38143,9201,Domicílio Isolado (casa),Própria paga,0,0,1,1,22.15,0,3136652
9510,38145,9201,Domicílio Isolado (casa),Própria paga,0,0,5,1,22.15,3,3136652
9511,38146,9202,Domicílio Isolado (casa),Própria paga,0,0,3,1,7.6,0,3136652
9512,38148,9202,Domicílio Isolado (casa),Própria paga,0,1,3,1,7.6,0,3136652
9513,38149,9202,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,7.6,1,3136652
9514,38150,9202,Domicílio Isolado (casa),Própria paga,1,0,4,1,7.6,1,3136652
9515,38151,9202,Domicílio Isolado (casa),Alugada,0,0,4,1,7.6,1,3136652
9516,38152,15008,Domicílio Isolado (casa),Própria paga,0,0,4,1,48.0,0,3154606
9517,38160,9101,Domicílio Isolado (casa),Própria paga,0,0,2,1,61.21,0,3136652
9518,38161,9101,Domicílio Isolado (casa),Alugada,0,0,3,1,61.21,0,3136652
9519,38162,9111,Domicílio Isolado (casa),Própria paga,0,0,1,1,3.19,0,3136652
9520,38163,9111,Domicílio Isolado (casa),Própria paga,0,0,4,1,3.19,1,3136652
9521,38164,9109,Domicílio Isolado (casa),Própria paga,0,0,4,1,13.46,1,3136652
9522,38165,9111,Domicílio Isolado (casa),Própria paga,0,0,1,1,3.19,0,3136652
9523,38166,9115,Domicílio Isolado (casa),Alugada,0,0,2,1,9.0,0,3136652
9524,38167,15008,Domicílio Isolado (casa),Própria paga,0,0,5,1,48.0,1,3154606
9525,38168,15008,Domicílio Isolado (casa),Própria paga,0,0,5,1,48.0,0,3154606
9526,38169,15008,Domicílio Isolado (casa),Própria paga,2,0,2,1,48.0,0,3154606
9527,38171,15025,Domicílio Isolado (casa),Própria paga,0,0,4,1,39.94,0,3154606
9528,38172,15019,Domicílio Isolado (casa),Própria paga,0,0,1,1,19.41,0,3154606
9529,38173,15019,Domicílio Isolado (casa),Própria paga,1,0,5,1,19.41,0,3154606
9530,38174,9109,Domicílio Isolado (casa),Própria paga,1,0,4,1,13.46,1,3136652
9531,38175,9109,Domicílio Isolado (casa),Própria paga,0,0,3,1,13.46,1,3136652
9532,38176,9111,Domicílio Isolado (casa),Própria paga,0,1,2,1,3.19,0,3136652
9533,38177,9111,Domicílio Isolado (casa),Própria paga,0,0,4,1,3.19,0,3136652
9534,38178,9111,Domicílio Isolado (casa),Própria paga,0,0,3,1,3.19,1,3136652
9535,38179,9115,Domicílio Isolado (casa),Própria paga,1,1,3,1,9.0,1,3136652
9536,38180,9111,Domicílio Isolado (casa),Própria paga,2,0,4,1,3.19,0,3136652
9537,38181,9202,Domicílio Isolado (casa),Própria paga,0,1,2,1,7.6,1,3136652
9538,38182,9202,Domicílio Isolado (casa),Própria paga,0,1,5,1,7.6,0,3136652
9539,38183,9202,Domicílio Isolado (casa),Própria paga,0,0,6,1,7.6,0,3136652
9540,38184,9202,Domicílio Isolado (casa),Própria paga,1,1,3,1,7.6,2,3136652
9541,38185,9202,Domicílio Isolado (casa),Própria paga,1,0,4,1,7.6,0,3136652
9542,38186,9202,Domicílio Isolado (casa),Própria paga,0,0,4,1,7.6,0,3136652
9543,38187,15008,Domicílio Isolado (casa),Própria paga,0,0,5,1,48.0,0,3154606
9544,38188,15008,Domicílio Isolado (casa),Própria paga,0,0,3,1,48.0,0,3154606
9545,38189,15008,Domicílio Isolado (casa),Própria paga,0,0,3,1,48.0,0,3154606
9546,38190,15008,Domicílio Isolado (casa),Alugada,0,1,2,1,48.0,0,3154606
9547,38191,15023,Domicílio Isolado (casa),Própria paga,0,0,4,1,81.0,1,3154606
9548,38192,15025,Domicílio Isolado (casa),Própria paga,0,0,7,1,39.94,0,3154606
9549,38193,15019,Domicílio Isolado (casa),Própria paga,0,0,4,1,19.41,0,3154606
9550,38194,15019,Domicílio Isolado (casa),Própria paga,0,0,5,1,19.41,0,3154606
9551,38195,15019,Domicílio Isolado (casa),Própria paga,0,0,6,1,19.41,0,3154606
9552,38196,9101,Domicílio Isolado (casa),Própria paga,0,1,6,1,61.21,2,3136652
9553,38197,9101,Domicílio Isolado (casa),Própria paga,0,0,4,1,61.21,0,3136652
9554,38198,9101,Domicílio Isolado (casa),Própria paga,0,0,4,1,61.21,2,3136652
9555,38199,9101,Domicílio Isolado (casa),Própria paga,0,0,2,1,61.21,0,3136652
9556,38200,9111,Domicílio Isolado (casa),Própria paga,0,0,4,1,3.19,0,3136652
9557,38201,9111,Domicílio Isolado (casa),Própria paga,0,0,1,1,3.19,0,3136652
9558,38202,9111,Domicílio Isolado (casa),Própria paga,0,0,4,1,3.19,0,3136652
9559,38203,9111,Domicílio Isolado (casa),Própria paga,0,0,4,1,3.19,0,3136652
9560,38204,9111,Domicílio Isolado (casa),Própria paga,0,0,3,1,3.19,0,3136652
9561,38208,15025,Domicílio Isolado (casa),Própria paga,0,1,5,1,39.94,1,3154606
9562,38209,15019,Domicílio Isolado (casa),Própria paga,0,0,5,1,19.41,1,3154606
9563,38210,15019,Domicílio Isolado (casa),Própria paga,0,0,3,1,19.41,0,3154606
9564,38211,9204,Domicílio Isolado (casa),Própria paga,0,0,3,1,5.88,0,3136652
9565,38212,9204,Domicílio Isolado (casa),Própria paga,0,0,3,1,5.88,0,3136652
9566,38213,9204,Domicílio Isolado (casa),Própria paga,0,1,5,1,5.88,0,3136652
9567,38214,9204,Domicílio Isolado (casa),Própria paga,5,0,6,1,5.88,0,3136652
9568,38216,9106,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,17.95,0,3136652
9569,38217,9106,Domicílio Isolado (casa),Própria paga,1,0,5,1,17.95,0,3136652
9570,38218,9106,Domicílio Isolado (casa),Própria paga,0,0,4,1,17.95,1,3136652
9571,38219,9106,Domicílio Isolado (casa),Própria paga,1,0,3,1,17.95,1,3136652
9572,38220,9106,Domicílio Isolado (casa),Cedida ou emprestada,2,0,3,1,17.95,0,3136652
9573,38221,9106,Domicílio Isolado (casa),Alugada,2,0,3,1,17.95,0,3136652
9574,38223,9104,Domicílio Isolado (casa),Própria paga,0,0,1,1,21.57,0,3136652
